rel_time,cell1,cell2,rpm
68.21356201171875,1415,-163511,0
68.41073083877563,1438,-163536,0
68.61088514328003,1445,-163482,0
68.81880497932434,1417,-163509,0
69.02085590362549,1429,-163524,0
69.21896696090698,1406,-163568,0
69.41824412345886,1420,-163498,0
69.61828088760376,1488,-163504,0
69.82416987419128,1350,-163487,0
70.01802110671997,1420,-163494,0
70.22083497047424,1382,-163490,0
70.41995310783386,1357,-163480,0
70.62082505226135,1407,-163538,0
70.82415986061096,1432,-163242,0
71.02788400650024,1326,-163185,0
71.22600221633911,1358,-163817,0
71.42656517028809,1359,-165358,0
71.6272828578949,1414,-164023,0
71.82952809333801,1414,-163355,0
72.04043102264404,1377,-137817,0
72.23352003097534,1438,-56245,0
72.42932295799255,1365,379,0
72.6287009716034,1396,480,0
72.84077596664429,1417,531,0
73.03310418128967,1441,456,0
73.23456883430481,1380,387,0
73.43795394897461,1403,411,0
73.64030504226685,1387,419,0
73.83790993690491,1394,427,0
74.0400710105896,1444,474,0
74.24210810661316,1428,419,0
74.4395740032196,1407,425,0
74.64048790931702,1412,501,0
74.84237003326416,1389,435,0
75.04318904876709,1383,409,0
75.24552893638611,1428,401,0
75.44607305526733,1418,383,0
75.6470057964325,1375,507,0
75.84796214103699,1421,475,0
76.07077193260193,1399,457,0
76.25486397743225,1382,434,0
76.45158195495605,1390,374,0
76.65357303619385,1373,419,0
76.85456395149231,1414,482,0
77.07146692276001,1393,427,0
77.25689601898193,1386,347,0
77.45804691314697,1363,384,0
77.65900206565857,1402,417,0
77.85977697372437,1412,348,0
78.07095694541931,1382,363,0
78.26377391815186,1369,345,0
78.46357798576355,1395,459,0
78.66561198234558,1382,482,0
78.8665030002594,1398,402,0
79.07102108001709,1429,366,0
79.26927399635315,1369,393,0
79.47024893760681,1421,438,0
79.67128205299377,1379,470,0
79.87295985221863,1415,453,0
80.07762813568115,1417,390,0
80.27467012405396,1433,374,0
80.48543405532837,1471,354,0
80.68610501289368,1474,371,0
80.88659906387329,1420,327,0
81.08327794075012,1396,315,0
81.29520988464355,1448,352,0
81.49713897705078,1466,403,0
81.69731593132019,1427,383,0
81.89661407470703,1412,390,0
82.09733200073242,1476,386,0
82.2954421043396,1463,422,0
82.49598407745361,1466,371,0
82.69660091400146,1461,378,0
82.8964729309082,1442,361,0
83.09273099899292,1403,366,0
83.29656100273132,1416,385,0
83.49635601043701,1401,365,0
83.69724702835083,1410,404,0
83.89801216125488,1474,378,0
84.09955286979675,1421,396,0
84.3028998374939,1434,445,0
84.5038890838623,1446,432,0
84.70379996299744,1408,377,0
84.90360379219055,1415,363,0
85.10558104515076,1436,338,0
85.30749893188477,1504,435,0
85.51015281677246,1440,427,0
85.71050214767456,1418,427,0
85.92151808738708,1431,375,0
86.11047101020813,1399,380,0
86.31552004814148,1433,376,0
86.51810002326965,1449,400,0
86.71945214271545,1369,350,0
86.91864800453186,1377,365,0
87.11630296707153,1428,423,0
87.31801009178162,1410,385,0
87.52020406723022,1440,409,0
87.72011590003967,1428,344,0
87.92335796356201,1418,355,0
88.12174987792969,1476,366,0
88.32381796836853,1411,368,0
88.52627205848694,1458,364,0
88.72559785842896,1391,346,0
88.92774200439453,1448,424,0
89.13850378990173,1382,432,0
89.32996392250061,1405,440,0
89.53263401985168,1442,356,0
89.73292398452759,1393,372,0
89.94053506851196,1409,388,0
90.14528393745422,1444,346,0
90.3368079662323,1402,386,0
90.536954164505,1431,395,0
90.73809719085693,1387,371,0
90.93977999687195,1441,405,0
91.1444480419159,1392,502,0
91.34143400192261,1417,448,0
91.54302310943604,1358,389,0
91.74399900436401,1481,359,0
91.9448618888855,1406,399,0
92.15338706970215,1452,409,0
92.3477931022644,1393,464,0
92.54858803749084,1404,445,0
92.75061011314392,1409,355,0
92.95139718055725,1432,349,0
93.16667699813843,1461,346,0
93.35338997840881,1475,339,0
93.55509495735168,1464,406,0
93.75601506233215,1440,382,0
93.95684909820557,1474,402,0
94.16523599624634,1473,427,0
94.35977792739868,1460,401,0
94.56060481071472,1465,419,0
94.7626690864563,1457,371,0
94.9634280204773,1448,374,0
95.16632103919983,1474,428,0
95.36650800704956,1456,334,0
95.56723499298096,1487,409,0
95.7683310508728,1464,407,0
95.97113013267517,1511,422,0
96.17163896560669,1495,349,0
96.38607406616211,1512,318,0
96.58448505401611,1497,417,0
96.78846096992493,1529,359,0
96.98803496360779,1443,375,0
97.17653298377991,1451,363,0
97.38728213310242,1540,341,0
97.5852301120758,1543,391,0
97.78638792037964,1596,288,0
97.99694681167603,1632,372,0
98.1859769821167,1608,351,0
98.396488904953,1536,319,0
98.60012197494507,1577,342,0
98.79890990257263,1543,368,0
98.99912285804749,1526,366,0
99.19017481803894,1519,372,0
99.39560604095459,1514,351,0
99.59642386436462,1552,306,0
99.79651713371277,1553,347,0
99.99747610092163,1500,306,0
100.1948709487915,1556,293,0
100.39834904670715,1550,371,0
100.5984399318695,1573,355,0
100.81915497779846,1551,368,0
101.00389814376831,1602,327,0
101.20141887664795,1610,318,0
101.40268421173096,1570,367,0
101.60345101356506,1535,316,0
101.81112217903137,1549,407,0
102.01848793029785,1570,305,0
102.21792197227478,1559,374,0
102.41772103309631,1554,325,0
102.62022805213928,1578,275,0
102.81063294410706,1554,318,0
103.01865220069885,1573,366,0
103.22477889060974,1597,304,0
103.41855788230896,1547,314,0
103.61912107467651,1590,338,0
103.81810998916626,1587,326,0
104.01806998252869,1578,357,0
104.22616004943848,1618,364,0
104.42328691482544,1584,331,0
104.62654900550842,1566,382,0
104.82582592964172,1593,355,0
105.02849507331848,1584,420,0
105.22828102111816,1573,414,0
105.4267189502716,1594,378,0
105.63269710540771,1582,297,0
105.83335399627686,1575,291,0
106.03512811660767,1526,403,0
106.23765897750854,1549,414,0
106.43517899513245,1630,304,0
106.6404778957367,1590,351,0
106.83775782585144,1596,360,0
107.03946495056152,1595,449,0
107.23863506317139,1619,460,0
107.43943500518799,1624,406,0
107.64065718650818,1559,322,0
107.84105801582336,1609,349,0
108.04211807250977,1594,430,0
108.24702405929565,1574,366,0
108.44479513168335,1577,400,0
108.64564609527588,1573,373,0
108.8475649356842,1570,366,0
109.04844212532043,1555,364,0
109.25251913070679,1577,291,0
109.45019006729126,1566,411,0
109.65210890769958,1563,423,0
109.85311794281006,1571,355,0
110.06887292861938,1543,336,0
110.26247119903564,1573,343,0
110.4568600654602,1586,355,0
110.6577639579773,1563,343,0
110.85966205596924,1585,386,0
111.07155799865723,1568,339,0
111.26854181289673,1585,362,0
111.4635398387909,1605,254,0
111.66433191299438,1596,313,0
111.86530613899231,1645,369,0
112.0743260383606,1637,356,0
112.2694640159607,1620,374,0
112.46945595741272,1639,313,0
112.66966605186462,1619,338,0
112.88480496406555,1589,330,0
113.07262682914734,1641,272,0
113.27538084983826,-36525,305,0
113.48727011680603,4157174,317,0
113.68395400047302,1669,321,0
113.88380312919617,1573,378,0
114.0857720375061,1633,377,0
114.29716920852661,1650,358,0
114.4995481967926,1653,295,0
114.70578289031982,1619,348,0
114.90019917488098,1654,335,0
115.08978605270386,1649,326,0
115.29651093482971,1646,302,0
115.50542306900024,1621,333,0
115.69908905029297,1636,431,0
115.90539908409119,1662,408,0
116.09206700325012,1648,365,0
116.29700708389282,1667,310,0
116.49948692321777,1623,322,0
116.70534110069275,1635,328,0
116.89907193183899,1634,382,0
117.10336494445801,1611,328,0
117.3023829460144,1628,380,0
117.49950504302979,1613,327,0
117.71615886688232,1595,386,0
117.91603398323059,1610,459,0
118.1030650138855,1649,358,0
118.31124711036682,1588,-5141,0
118.51451897621155,1609,-15840,0
118.71523094177246,1599,-25243,0
118.91381096839905,1658,-9632,0
119.10839796066284,1633,297,0
119.31234002113342,1619,352,0
119.51429200172424,1637,388,0
119.71536612510681,1600,443,0
119.91685080528259,1608,437,0
120.11565518379211,1574,309,0
120.31586813926697,1610,380,0
120.52186322212219,1582,389,0
120.71903705596924,1526,354,0
120.92365407943726,1577,-7868,0
121.13076710700989,1548,-9451,0
121.32556581497192,1595,-19070,0
121.52409791946411,1557,278,0
121.72861194610596,1586,416,0
121.92749094963074,1574,346,0
122.14058113098145,1584,320,0
122.32894992828369,1554,360,0
122.53313708305359,1604,382,0
122.7342598438263,1589,344,0
122.93557000160217,1597,363,0
123.14787101745605,1604,341,0
123.33510708808899,1537,310,0
123.53574180603027,1581,258,0
123.7378580570221,1602,295,0
123.93860697746277,1592,434,0
124.14741706848145,1600,333,0
124.3409378528595,1556,335,0
124.54183197021484,1555,361,0
124.74269008636475,1576,315,0
124.94472599029541,1621,352,0
125.14641094207764,1569,382,0
125.34645509719849,1559,417,0
125.54717516899109,1647,483,0
125.7492790222168,1622,409,0
125.95036101341248,1615,368,0
126.15726613998413,1599,347,0
126.35290694236755,1582,419,0
126.5537781715393,1588,360,0
126.75470781326294,1613,450,0
126.95652079582214,1609,398,0
127.15791296958923,1613,367,0
127.35838603973389,1594,367,0
127.56035089492798,1636,428,0
127.76130294799805,1632,383,0
127.96224617958069,1574,495,0
128.16390013694763,1613,518,0
128.36508584022522,1640,403,0
128.56600999832153,1631,422,0
128.76684999465942,1600,445,0
128.96991991996765,1596,431,0
129.16990780830383,1585,424,0
129.38329219818115,1580,420,0
129.58615398406982,1539,443,0
129.7836558818817,1597,443,0
129.98597693443298,1647,500,0
130.17741513252258,1551,435,0
130.3837070465088,1549,493,0
130.58470487594604,1583,488,0
130.8044798374176,1585,414,0
131.00419902801514,1560,487,0
131.18145084381104,1546,464,0
131.398442029953,1504,458,0
131.5983898639679,1552,448,0
131.7982120513916,1501,434,0
132.00377702713013,1520,478,0
132.18788290023804,1572,468,0
132.40130877494812,1529,487,0
132.60030794143677,1565,440,0
132.7985188961029,1524,478,0
132.9992208480835,1573,492,0
133.21483898162842,1567,506,0
133.39869594573975,1555,485,0
133.5984079837799,1574,513,0
133.8001890182495,1591,489,0
134.00472283363342,1580,453,0
134.2111258506775,1615,457,0
134.40566492080688,1612,472,0
134.60621309280396,1570,502,0
134.80649995803833,1567,491,0
135.00566387176514,1608,401,0
135.21083116531372,1608,456,0
135.4143669605255,1622,488,0
135.6151831150055,1590,437,0
135.81354904174805,1611,403,0
136.01323890686035,1584,415,0
136.21245694160461,1596,449,0
136.4157271385193,1616,432,0
136.62050986289978,1653,505,0
136.81577897071838,1646,437,0
137.01887893676758,1648,452,0
137.2235550880432,1628,504,0
137.42336702346802,1612,503,0
137.62164306640625,1622,508,0
137.8223888874054,1591,480,0
138.02361011505127,1609,431,0
138.2331829071045,1639,488,0
138.42779803276062,1597,471,0
138.63087105751038,1625,488,0
138.82872009277344,1599,485,0
139.03016018867493,1546,514,0
139.23079705238342,1611,396,0
139.43321013450623,1593,426,0
139.6329209804535,1538,457,0
139.8345229625702,1561,459,0
140.03527188301086,1621,515,0
140.23595690727234,1588,514,0
140.4379141330719,1561,510,0
140.63890290260315,1541,480,0
140.83971285820007,1586,489,0
141.0417251586914,1588,455,0
141.24418711662292,1588,551,0
141.44351720809937,1618,543,0
141.64432001113892,1642,481,0
141.84627199172974,1587,522,0
142.06746315956116,1574,531,0
142.24862623214722,1576,494,0
142.44996190071106,1570,498,0
142.6509759426117,1597,511,0
142.85183882713318,1597,567,0
143.06986594200134,1588,514,0
143.25447177886963,1585,485,0
143.45537304878235,1607,454,0
143.65723490715027,1591,499,0
143.85827612876892,1570,515,0
144.0600938796997,1577,509,0
144.26167011260986,1600,491,0
144.462149143219,1522,523,0
144.66307401657104,1586,546,0
144.86393213272095,1538,520,0
145.06845593452454,1541,488,0
145.2665660381317,1494,495,0
145.4678030014038,1566,506,0
145.68189692497253,1548,494,0
145.88272786140442,1534,473,0
146.07386112213135,1559,506,0
146.28507113456726,1602,535,0
146.48184299468994,1552,549,0
146.6858549118042,1536,488,0
146.8833749294281,1581,488,0
147.07881593704224,1619,454,0
147.28450393676758,1577,480,0
147.49585890769958,1613,500,0
147.6960949897766,1592,502,0
147.89663314819336,1599,509,0
148.08807015419006,1571,528,0
148.2899420261383,1549,419,0
148.495285987854,1534,456,0
148.69426798820496,1580,485,0
148.8960039615631,1571,538,0
149.0899260044098,1506,533,0
149.29110097885132,1567,511,0
149.4951889514923,1565,539,0
149.69477486610413,1580,538,0
149.89564895629883,1517,498,0
150.09677505493164,1552,532,0
150.2994589805603,1508,501,0
150.49940705299377,1535,541,0
150.70034503936768,1531,448,0
150.90618109703064,1629,547,0
151.10204195976257,1570,485,0
151.30509901046753,1537,465,0
151.5067539215088,1540,520,0
151.71455311775208,1470,448,0
151.91624283790588,1486,540,0
152.1093590259552,1497,500,0
152.31359195709229,1450,510,0
152.5148332118988,1526,506,0
152.7166051864624,1531,545,0
152.9156777858734,1478,-740,0
153.13321900367737,1490,-426,0
153.31901693344116,1503,-1562,0
153.52005815505981,1485,72,0
153.7203140258789,1436,518,0
153.92016196250916,1567,460,0
154.1199951171875,1516,391,0
154.32141304016113,1518,479,0
154.52433705329895,1490,-157,0
154.72385501861572,1532,185,0
154.92509579658508,1535,503,0
155.14022493362427,1498,532,0
155.32945823669434,1486,518,0
155.53390192985535,1495,473,0
155.72968101501465,1540,516,0
155.93160486221313,1542,521,0
156.1468861103058,1462,504,0
156.33376502990723,1520,300,0
156.53666305541992,1481,-192,0
156.73632788658142,1489,432,0
156.9385871887207,1547,482,0
157.14392709732056,1561,541,0
157.33950996398926,1523,566,0
157.54045414924622,1516,522,0
157.74132800102234,1547,532,0
157.94443202018738,1532,-683,0
158.14880204200745,1537,-18690,0
158.34857892990112,1529,-21693,0
158.54924988746643,1579,-4691,0
158.74799609184265,1599,553,0
158.94895696640015,1578,523,0
159.15223693847656,1588,562,0
159.35158801078796,1561,472,0
159.5525770187378,1559,580,0
159.75436520576477,1611,595,0
159.95534992218018,1629,561,0
160.15755105018616,1597,526,0
160.3580939769745,1608,540,0
160.55916905403137,1639,549,0
160.75991010665894,1637,529,0
160.96080780029297,1632,573,0
161.1628441810608,1656,552,0
161.36384201049805,1671,558,0
161.56471586227417,1652,575,0
161.76703190803528,1651,593,0
161.9677610397339,1661,612,0
162.17463278770447,1654,569,0
162.381502866745,1614,569,0
162.58131980895996,1614,528,0
162.78264808654785,1589,561,0
162.98352789878845,1623,633,0
163.17491817474365,1666,596,0
163.3806540966034,1641,565,0
163.59099698066711,1631,596,0
163.79177904129028,1670,628,0
163.99067401885986,1676,567,0
164.18012475967407,1690,537,0
164.39204907417297,1686,487,0
164.59281396865845,1681,576,0
164.79384803771973,1692,669,0
164.99599695205688,1692,582,0
165.19949197769165,1651,563,0
165.3913209438324,1664,550,0
165.5969569683075,1713,534,0
165.79772305488586,1614,530,0
165.9915120601654,1632,558,0
166.19936609268188,1644,489,0
166.39727783203125,1648,573,0
166.59674215316772,1667,630,0
166.80236506462097,1692,608,0
167.00178289413452,1671,568,0
167.2047929763794,1630,509,0
167.4021339416504,1639,512,0
167.61198782920837,1590,554,0
167.80311012268066,1653,581,0
168.01305198669434,1648,654,0
168.2106499671936,1657,618,0
168.41163110733032,1605,543,0
168.61119103431702,1644,608,0
168.81290316581726,1603,611,0
169.0111529827118,1626,530,0
169.2176628112793,1633,486,0
169.4130630493164,1636,459,0
169.6139838695526,1614,522,0
169.81650805473328,1638,577,0
170.01815176010132,1625,555,0
170.22562885284424,1619,506,0
170.41918683052063,1645,573,0
170.61906599998474,1564,562,0
170.82141304016113,1611,528,0
171.02555894851685,1644,464,0
171.22702884674072,1577,496,0
171.4288911819458,1570,559,0
171.6287100315094,1633,580,0
171.83294296264648,1653,566,0
172.03315806388855,1624,502,0
172.23079800605774,1586,499,0
172.43255186080933,1662,522,0
172.6333680152893,1628,536,0
172.83304286003113,1577,530,0
173.03433203697205,1648,651,0
173.23854398727417,1588,583,0
173.43698596954346,1583,493,0
173.63749504089355,1586,457,0
173.83828806877136,1588,502,0
174.04032707214355,1631,544,0
174.24182200431824,1576,555,0
174.44227600097656,1601,611,0
174.64419603347778,1615,550,0
174.84710383415222,1607,-4985,0
175.0623800754547,1648,-17207,0
175.24949193000793,1603,682,0
175.44877195358276,1626,596,0
175.64975094795227,1589,594,0
175.85136795043945,1583,443,0
176.06636309623718,1663,531,0
176.25325107574463,1604,538,0
176.45501518249512,1608,534,0
176.6561200618744,1609,464,0
176.85694789886475,1582,475,0
